customer_id,customer_name,acquisition_channel,recency_days,frequency,monetary_value
77,Customer_77,"Social Media",-590,4,6064.65
385,Customer_385,Referral,-607,6,6063.48
35,Customer_35,Email,-520,4,6046.30
929,Customer_929,"Social Media",-533,4,6045.94
303,Customer_303,"Organic Search",-510,1,6036.67
323,Customer_323,"Organic Search",-590,7,6018.88
165,Customer_165,"Organic Search",-593,6,6012.47
247,Customer_247,"Organic Search",-505,6,6011.14
133,Customer_133,"Paid Ads",-395,5,6004.98
458,Customer_458,"Paid Ads",-573,3,5993.46
409,Customer_409,"Paid Ads",-352,4,5993.39
139,Customer_139,Email,-585,5,5990.83
416,Customer_416,"Social Media",-607,7,5989.91
699,Customer_699,"Paid Ads",-399,3,5989.84
155,Customer_155,"Organic Search",-207,4,5986.79
554,Customer_554,"Paid Ads",-471,4,5983.68
685,Customer_685,"Social Media",-553,7,5978.84
394,Customer_394,"Social Media",-557,7,5970.91
330,Customer_330,Referral,-549,5,5969.97
526,Customer_526,"Social Media",-603,5,5957.78
775,Customer_775,"Organic Search",-588,9,5956.23
571,Customer_571,Email,-117,3,5900.06
990,Customer_990,Referral,-543,3,5891.47
360,Customer_360,Referral,-558,3,5885.57
241,Customer_241,"Social Media",-524,8,5851.51
174,Customer_174,"Paid Ads",-93,1,5844.68
119,Customer_119,"Organic Search",-534,7,5823.84
713,Customer_713,"Paid Ads",-437,1,5771.43
92,Customer_92,Email,-515,7,5743.40
873,Customer_873,"Social Media",-401,4,5741.74
115,Customer_115,Referral,-512,5,5738.45
557,Customer_557,"Organic Search",-528,4,5737.01
83,Customer_83,"Social Media",-584,3,5736.86
987,Customer_987,Referral,-502,3,5735.72
16,Customer_16,Referral,-528,3,5718.43
787,Customer_787,"Social Media",-229,4,5686.33
807,Customer_807,"Paid Ads",-605,8,5652.45
925,Customer_925,"Social Media",-604,2,5647.93
548,Customer_548,Referral,-245,5,5638.67
285,Customer_285,"Social Media",-422,4,5633.44
964,Customer_964,Referral,-586,4,5633.40
731,Customer_731,"Organic Search",-79,1,5627.90
450,Customer_450,Email,-508,6,5626.09
280,Customer_280,"Organic Search",-462,6,5619.36
648,Customer_648,Referral,-601,4,5612.81
118,Customer_118,"Social Media",-399,3,5558.16
759,Customer_759,"Paid Ads",-544,5,5547.30
90,Customer_90,"Social Media",-225,2,5539.40
537,Customer_537,"Paid Ads",-589,3,5485.66
822,Customer_822,Referral,-532,4,5479.13
156,Customer_156,Referral,-426,6,5478.20
927,Customer_927,"Social Media",-550,7,5438.45
483,Customer_483,Email,-363,5,5437.39
937,Customer_937,"Paid Ads",-561,4,5434.27
461,Customer_461,"Organic Search",-522,4,5423.31
808,Customer_808,"Organic Search",-383,4,5421.74
8,Customer_8,"Paid Ads",-474,5,5409.28
679,Customer_679,"Paid Ads",-576,5,5403.69
222,Customer_222,Referral,-508,2,5380.15
905,Customer_905,"Organic Search",-471,7,5377.40
855,Customer_855,"Organic Search",-510,5,5373.49
629,Customer_629,Referral,-404,2,5357.78
954,Customer_954,"Organic Search",-547,4,5357.16
392,Customer_392,Referral,-272,2,5312.03
343,Customer_343,"Organic Search",-557,5,5310.96
887,Customer_887,"Paid Ads",-561,3,5309.90
290,Customer_290,"Organic Search",-561,2,5303.37
73,Customer_73,"Paid Ads",-566,7,5301.89
538,Customer_538,"Organic Search",-374,3,5298.46
24,Customer_24,Referral,-444,5,5296.91
150,Customer_150,"Organic Search",-462,4,5284.81
447,Customer_447,Referral,-358,5,5284.14
515,Customer_515,"Paid Ads",-573,5,5270.87
224,Customer_224,Email,-551,5,5265.20
243,Customer_243,"Social Media",-555,3,5263.72
840,Customer_840,Referral,-372,3,5237.51
688,Customer_688,"Organic Search",-472,4,5228.70
542,Customer_542,Email,-267,4,5211.20
202,Customer_202,"Social Media",-501,7,5209.84
141,Customer_141,Referral,-440,5,5206.69
420,Customer_420,"Paid Ads",-559,4,5202.90
737,Customer_737,"Social Media",-478,8,5196.07
149,Customer_149,"Social Media",-498,3,5195.35
637,Customer_637,Email,-458,4,5172.62
418,Customer_418,"Social Media",-351,3,5172.36
587,Customer_587,Referral,-593,6,5171.77
261,Customer_261,Email,-513,5,5140.54
843,Customer_843,Email,-169,4,5134.00
205,Customer_205,Referral,-461,2,5133.16
505,Customer_505,"Social Media",-606,4,5129.57
650,Customer_650,Email,-526,4,5128.94
868,Customer_868,"Organic Search",-514,7,5125.57
885,Customer_885,Email,-530,3,5123.78
521,Customer_521,Email,-524,4,5112.72
576,Customer_576,"Social Media",-227,2,5067.63
257,Customer_257,"Paid Ads",-334,1,5048.34
388,Customer_388,Email,-484,3,5036.53
52,Customer_52,Referral,-259,3,5028.05
760,Customer_760,Referral,-568,5,5005.74
249,Customer_249,"Paid Ads",-397,2,4997.16
901,Customer_901,"Paid Ads",-597,6,4996.37
126,Customer_126,Email,-571,6,4996.27
673,Customer_673,"Organic Search",-517,3,4991.66
70,Customer_70,Email,-507,4,4965.07
583,Customer_583,"Social Media",-480,5,4961.77
984,Customer_984,Email,-423,4,4943.29
566,Customer_566,Referral,-559,5,4941.51
805,Customer_805,"Organic Search",-573,3,4939.62
622,Customer_622,Referral,-429,5,4927.34
256,Customer_256,Referral,-542,3,4916.49
439,Customer_439,"Social Media",-480,2,4908.83
523,Customer_523,"Paid Ads",-481,8,4906.66
25,Customer_25,"Paid Ads",-446,4,4876.95
985,Customer_985,"Paid Ads",-552,7,4867.70
933,Customer_933,"Social Media",-529,6,4857.45
18,Customer_18,"Organic Search",-580,3,4852.12
584,Customer_584,"Paid Ads",-496,6,4850.18
85,Customer_85,"Organic Search",-497,6,4819.67
706,Customer_706,"Paid Ads",-476,4,4812.35
907,Customer_907,Email,-24,2,4799.77
988,Customer_988,"Social Media",-470,4,4791.77
291,Customer_291,Email,-294,2,4787.31
636,Customer_636,"Social Media",-584,7,4772.58
862,Customer_862,Referral,-384,3,4734.47
495,Customer_495,"Organic Search",-596,4,4729.94
428,Customer_428,"Social Media",-434,2,4721.87
788,Customer_788,Email,-534,3,4720.29
812,Customer_812,Email,-518,4,4717.00
78,Customer_78,Email,-518,3,4690.77
802,Customer_802,"Social Media",-605,4,4672.19
324,Customer_324,"Organic Search",-573,6,4666.52
849,Customer_849,"Paid Ads",-244,6,4665.76
520,Customer_520,"Social Media",-490,3,4660.55
429,Customer_429,"Social Media",-511,5,4640.42
828,Customer_828,"Paid Ads",-311,3,4613.58
45,Customer_45,"Organic Search",-391,4,4591.47
664,Customer_664,"Paid Ads",-306,4,4569.73
678,Customer_678,Referral,-599,7,4556.31
777,Customer_777,Referral,-584,5,4545.97
898,Customer_898,"Paid Ads",-231,3,4543.21
335,Customer_335,"Social Media",-528,6,4535.41
847,Customer_847,"Social Media",-593,5,4524.20
920,Customer_920,"Social Media",-531,7,4521.48
192,Customer_192,Referral,-469,2,4500.29
743,Customer_743,"Social Media",-562,5,4460.61
184,Customer_184,"Paid Ads",-511,4,4448.79
962,Customer_962,"Paid Ads",-466,5,4394.00
137,Customer_137,Email,-526,2,4386.52
684,Customer_684,Email,-595,4,4384.97
489,Customer_489,"Organic Search",-426,4,4364.36
958,Customer_958,Email,-550,5,4363.71
63,Customer_63,Referral,-566,5,4330.71
903,Customer_903,Referral,-424,2,4321.19
244,Customer_244,Email,-519,2,4308.47
213,Customer_213,"Social Media",-588,4,4265.61
339,Customer_339,"Organic Search",-590,2,4257.58
749,Customer_749,Email,-599,4,4244.06
23,Customer_23,Email,-538,4,4239.62
445,Customer_445,"Paid Ads",-482,6,4238.18
351,Customer_351,"Paid Ads",-366,2,4209.76
387,Customer_387,Referral,-353,4,4175.21
182,Customer_182,"Social Media",-567,3,4164.15
142,Customer_142,"Paid Ads",-603,4,4159.67
260,Customer_260,"Organic Search",-546,3,4121.22
785,Customer_785,"Social Media",-471,5,4086.88
4,Customer_4,"Paid Ads",-554,6,4084.49
371,Customer_371,"Paid Ads",-569,6,4084.20
657,Customer_657,Referral,-542,4,4072.59
154,Customer_154,Email,-584,5,4062.48
870,Customer_870,"Organic Search",-422,5,4045.29
904,Customer_904,"Social Media",-523,5,4030.13
125,Customer_125,"Organic Search",-177,6,4028.09
729,Customer_729,"Social Media",-531,5,4023.77
606,Customer_606,"Paid Ads",-216,1,4016.72
405,Customer_405,"Paid Ads",-593,2,4004.21
314,Customer_314,Email,-557,2,3982.08
951,Customer_951,"Social Media",-489,3,3962.19
853,Customer_853,"Social Media",-482,4,3962.12
41,Customer_41,"Organic Search",-350,5,3942.32
569,Customer_569,"Paid Ads",-561,9,3916.45
928,Customer_928,"Social Media",-582,5,3914.94
845,Customer_845,Email,-517,2,3905.48
567,Customer_567,"Organic Search",-525,7,3903.83
676,Customer_676,"Paid Ads",-566,4,3876.70
491,Customer_491,"Social Media",-558,7,3865.59
552,Customer_552,Email,-551,3,3852.95
770,Customer_770,"Paid Ads",-387,4,3849.12
294,Customer_294,"Paid Ads",-562,2,3837.54
71,Customer_71,Referral,-479,3,3811.95
354,Customer_354,"Social Media",-580,5,3791.55
26,Customer_26,Email,-588,6,3789.88
195,Customer_195,"Paid Ads",-249,3,3770.13
28,Customer_28,"Organic Search",-246,2,3762.16
897,Customer_897,"Social Media",-113,3,3739.33
861,Customer_861,"Organic Search",-597,3,3717.20
848,Customer_848,"Social Media",-561,4,3708.99
865,Customer_865,"Social Media",-415,2,3688.59
993,Customer_993,"Organic Search",-495,3,3685.29
675,Customer_675,Referral,-598,6,3662.12
311,Customer_311,"Social Media",-534,3,3614.07
651,Customer_651,"Social Media",-294,2,3604.07
162,Customer_162,"Paid Ads",-588,5,3595.45
168,Customer_168,"Paid Ads",-536,7,3583.16
663,Customer_663,"Organic Search",-511,4,3580.52
163,Customer_163,Email,-389,2,3575.68
761,Customer_761,"Social Media",-388,3,3575.47
781,Customer_781,Referral,-604,4,3571.49
1,Customer_1,"Paid Ads",-593,4,3553.36
530,Customer_530,Referral,-513,5,3549.95
707,Customer_707,Email,-557,9,3545.32
856,Customer_856,"Social Media",-571,1,3530.82
20,Customer_20,Email,-558,5,3520.29
376,Customer_376,"Paid Ads",-321,3,3507.61
820,Customer_820,Email,-148,3,3495.99
896,Customer_896,"Paid Ads",-601,6,3460.94
228,Customer_228,Referral,-306,1,3459.75
890,Customer_890,Email,-167,3,3458.30
874,Customer_874,"Paid Ads",-480,3,3456.36
894,Customer_894,"Organic Search",-541,5,3433.78
772,Customer_772,Referral,-513,5,3427.35
403,Customer_403,"Paid Ads",-595,6,3397.13
500,Customer_500,Referral,-504,4,3390.92
50,Customer_50,"Social Media",-484,4,3389.91
889,Customer_889,Referral,-539,4,3382.63
434,Customer_434,"Social Media",-487,2,3377.24
718,Customer_718,Referral,-602,6,3330.43
774,Customer_774,"Paid Ads",-598,3,3330.25
9,Customer_9,Referral,-524,4,3324.97
333,Customer_333,Email,-605,3,3314.29
218,Customer_218,Email,-394,2,3290.46
368,Customer_368,"Social Media",-490,5,3278.39
690,Customer_690,Email,-295,3,3238.88
834,Customer_834,"Organic Search",-103,2,3202.23
179,Customer_179,"Paid Ads",-605,4,3200.54
998,Customer_998,"Organic Search",-584,7,3199.46
719,Customer_719,"Organic Search",-261,3,3174.01
922,Customer_922,"Paid Ads",-606,4,3170.97
626,Customer_626,Email,-589,5,3139.30
186,Customer_186,Referral,-564,5,3135.52
94,Customer_94,"Social Media",-361,3,3134.20
53,Customer_53,Referral,-195,4,3123.54
652,Customer_652,Email,-505,3,3110.76
201,Customer_201,Email,-549,4,3108.46
477,Customer_477,Email,-198,2,3100.53
638,Customer_638,Referral,-592,3,3094.09
838,Customer_838,Referral,-439,3,3075.08
72,Customer_72,"Social Media",-589,4,3061.10
854,Customer_854,Email,-555,4,3057.88
456,Customer_456,"Paid Ads",-234,1,3037.65
617,Customer_617,"Organic Search",-444,3,2999.94
742,Customer_742,"Organic Search",-534,4,2965.48
188,Customer_188,Referral,-415,3,2955.97
662,Customer_662,Email,-551,2,2954.83
902,Customer_902,"Paid Ads",-10,2,2946.82
783,Customer_783,Referral,-591,4,2939.87
825,Customer_825,Email,-516,7,2938.77
858,Customer_858,"Organic Search",-574,5,2917.51
101,Customer_101,Email,-547,3,2902.83
917,Customer_917,Email,-538,3,2902.55
790,Customer_790,Email,-581,5,2902.52
220,Customer_220,Referral,-605,5,2891.50
804,Customer_804,Referral,-514,4,2882.02
194,Customer_194,"Paid Ads",-555,4,2856.67
752,Customer_752,"Organic Search",-370,5,2850.17
105,Customer_105,Referral,-500,4,2836.84
120,Customer_120,Email,-573,2,2799.89
100,Customer_100,"Social Media",-490,4,2788.76
884,Customer_884,"Organic Search",-201,3,2779.26
700,Customer_700,Email,-566,5,2759.71
269,Customer_269,"Paid Ads",-556,3,2757.14
577,Customer_577,Email,-548,4,2747.62
728,Customer_728,"Organic Search",-209,5,2737.48
511,Customer_511,"Organic Search",-477,2,2713.88
717,Customer_717,Referral,-65,4,2671.07
635,Customer_635,Email,-399,3,2648.45
167,Customer_167,Referral,-161,3,2607.64
17,Customer_17,"Social Media",-189,2,2599.30
908,Customer_908,"Social Media",-528,4,2597.62
56,Customer_56,"Paid Ads",-561,4,2591.55
334,Customer_334,Referral,-502,5,2590.73
254,Customer_254,Referral,-7,4,2587.95
240,Customer_240,Referral,-177,3,2579.17
7,Customer_7,Referral,-600,5,2570.21
161,Customer_161,Referral,-575,6,2557.35
555,Customer_555,Referral,-295,1,2552.01
895,Customer_895,"Social Media",-572,4,2526.97
268,Customer_268,Email,-561,4,2523.14
300,Customer_300,Referral,-556,3,2505.93
175,Customer_175,Referral,-605,4,2491.74
867,Customer_867,"Organic Search",-340,2,2490.13
605,Customer_605,"Paid Ads",-462,2,2458.50
487,Customer_487,"Social Media",-373,2,2453.74
369,Customer_369,"Social Media",-488,2,2446.69
362,Customer_362,"Organic Search",42,1,2426.70
69,Customer_69,"Paid Ads",-574,4,2381.13
514,Customer_514,"Paid Ads",-387,3,2378.27
560,Customer_560,Email,-502,6,2352.28
57,Customer_57,"Paid Ads",-205,1,2350.86
448,Customer_448,Referral,-583,5,2345.69
926,Customer_926,Referral,-221,2,2332.46
80,Customer_80,"Paid Ads",-419,5,2327.71
431,Customer_431,"Organic Search",-382,3,2312.84
117,Customer_117,"Social Media",-590,3,2280.98
543,Customer_543,"Organic Search",-430,3,2274.83
506,Customer_506,"Social Media",-201,2,2270.73
134,Customer_134,"Paid Ads",-600,3,2238.02
708,Customer_708,"Paid Ads",-110,1,2236.65
833,Customer_833,Email,-477,3,2142.92
762,Customer_762,"Paid Ads",-343,5,2137.92
796,Customer_796,"Paid Ads",-303,3,2130.03
712,Customer_712,"Organic Search",-376,3,2112.57
616,Customer_616,Email,-413,4,2077.49
841,Customer_841,"Paid Ads",-587,5,2072.36
528,Customer_528,"Paid Ads",-326,1,2056.09
471,Customer_471,"Social Media",-172,1,2019.26
114,Customer_114,"Paid Ads",-532,3,1983.97
6,Customer_6,Email,-589,3,1975.92
357,Customer_357,"Social Media",-191,2,1951.37
667,Customer_667,"Social Media",-594,4,1932.01
525,Customer_525,Referral,-447,4,1925.78
484,Customer_484,"Organic Search",-528,4,1913.00
734,Customer_734,"Social Media",-350,3,1884.05
876,Customer_876,Email,-588,6,1876.00
598,Customer_598,"Organic Search",-564,4,1848.81
293,Customer_293,"Paid Ads",-279,2,1842.77
740,Customer_740,"Paid Ads",-385,4,1751.46
991,Customer_991,"Paid Ads",-492,2,1667.52
144,Customer_144,"Paid Ads",-169,5,1642.69
736,Customer_736,"Organic Search",-429,4,1605.83
559,Customer_559,"Organic Search",-273,2,1594.15
237,Customer_237,Referral,-581,4,1582.75
211,Customer_211,Email,-327,3,1579.28
277,Customer_277,Email,-473,5,1568.21
979,Customer_979,"Organic Search",-565,2,1536.87
758,Customer_758,Referral,-468,3,1516.72
340,Customer_340,"Organic Search",-453,2,1510.62
236,Customer_236,"Organic Search",-590,3,1494.49
427,Customer_427,"Organic Search",-259,3,1472.61
317,Customer_317,"Social Media",-600,5,1449.84
499,Customer_499,"Paid Ads",-596,2,1415.18
952,Customer_952,Referral,-392,1,1415.04
591,Customer_591,"Paid Ads",-493,3,1391.82
992,Customer_992,Email,-219,3,1378.99
245,Customer_245,"Paid Ads",-384,4,1361.88
517,Customer_517,"Social Media",-488,3,1357.73
593,Customer_593,"Paid Ads",-391,2,1340.25
522,Customer_522,"Paid Ads",-577,3,1311.74
665,Customer_665,Referral,-577,1,1238.01
692,Customer_692,Referral,-469,2,1224.96
21,Customer_21,"Organic Search",-470,3,1224.09
989,Customer_989,"Social Media",-151,4,1221.37
624,Customer_624,"Social Media",12,1,1203.46
983,Customer_983,"Organic Search",-437,3,1199.51
164,Customer_164,Email,-552,4,1196.15
551,Customer_551,"Organic Search",-577,4,1166.98
773,Customer_773,Email,-185,1,1154.61
49,Customer_49,"Social Media",-500,1,1131.42
771,Customer_771,"Paid Ads",20,2,1119.20
852,Customer_852,"Paid Ads",-607,4,1094.38
102,Customer_102,"Social Media",-311,2,1065.03
535,Customer_535,"Social Media",-583,2,1055.88
348,Customer_348,"Organic Search",-465,2,1055.06
111,Customer_111,Email,-589,2,1049.15
656,Customer_656,"Paid Ads",-579,3,1022.11
384,Customer_384,Email,-419,2,1009.89
778,Customer_778,"Social Media",-355,1,998.20
446,Customer_446,"Organic Search",-448,2,996.54
556,Customer_556,Email,-480,2,992.79
444,Customer_444,"Organic Search",-557,3,955.70
573,Customer_573,Referral,-401,3,911.95
32,Customer_32,"Organic Search",-580,2,864.39
553,Customer_553,"Organic Search",-3,2,852.95
715,Customer_715,Email,-311,1,847.98
705,Customer_705,"Social Media",-570,1,845.61
135,Customer_135,"Social Media",-298,1,839.91
19,Customer_19,"Paid Ads",-483,2,818.64
312,Customer_312,"Organic Search",-543,2,760.45
698,Customer_698,"Paid Ads",-391,3,710.78
836,Customer_836,"Organic Search",-355,2,702.06
923,Customer_923,"Organic Search",-598,4,694.64
287,Customer_287,Email,0,2,612.19
226,Customer_226,Referral,-567,3,579.36
223,Customer_223,"Paid Ads",-457,2,572.83
438,Customer_438,Referral,-309,2,495.49
723,Customer_723,Email,-291,1,458.99
608,Customer_608,"Social Media",-553,2,454.81
61,Customer_61,Referral,-436,1,453.25
932,Customer_932,"Social Media",-255,3,443.20
947,Customer_947,"Organic Search",-383,2,371.11
966,Customer_966,"Paid Ads",-516,3,351.82
30,Customer_30,Referral,-510,1,351.68
748,Customer_748,"Paid Ads",-194,1,345.76
596,Customer_596,"Paid Ads",-435,2,330.40
316,Customer_316,"Organic Search",-466,3,301.20
689,Customer_689,Email,-585,1,266.39
797,Customer_797,Referral,-371,1,234.62
630,Customer_630,"Organic Search",-24,1,186.98
494,Customer_494,Referral,-380,1,172.22
172,Customer_172,Referral,-524,1,171.18
643,Customer_643,Email,-194,1,111.10
